name,description,price,name,compatibleModels,sku
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,MID-IPH-14.jpeg,iPhone 14,MID-IPH-14
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,MID-IPH-14P.jpeg,iPhone 14 Pro,MID-IPH-14P
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,MID-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,MID-IPH-14P-MAX
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-12P-MAX.jpeg,iPhone 12 Pro Max,PIC-IPH-12P-MAX
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-13.jpeg,iPhone 13 ,PIC-IPH-13
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-13P.jpeg,iPhone 13 Pro,PIC-IPH-13P
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,PIC-IPH-13P-MAX
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-14.jpeg,iPhone 14,PIC-IPH-14
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-14P.jpeg,iPhone 14 Pro,PIC-IPH-14P
Picnic Plaid,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIC-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,PIC-IPH-14P-MAX
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-11.jpeg,iPhone 11,PIN-IPH-11
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-11P.jpeg,iPhone 11 Pro,PIN-IPH-11P
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-11P-MAX.jpeg,iPhone 11 Pro Max,PIN-IPH-11P-MAX
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-12.jpeg,iPhone 12 ,PIN-IPH-12
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-12P-MAX.jpeg,iPhone 12 Pro Max,PIN-IPH-12P-MAX
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-13.jpeg,iPhone 13,PIN-IPH-13
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-13P.jpeg,iPhone 13 Pro,PIN-IPH-13P
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,PIN-IPH-13P-MAX
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-14.jpeg,iPhone 14,PIN-IPH-14
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-14P.jpeg,iPhone 14 Pro,PIN-IPH-14P
Pink Peony,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,PIN-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,PIN-IPH-14P-MAX
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-11P.jpeg,iPhone 11 Pro,POL-IPH-11P
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-11P-MAX.jpeg,iPhone 11 Pro Max,POL-IPH-11P-MAX
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-12.jpeg,iPhone 12 ,POL-IPH-12
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-12P-MAX.jpeg,iPhone 12 Pro Max,POL-IPH-12P-MAX
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-13.jpeg,iPhone 13,POL-IPH-13
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-13P.jpeg,iPhone 13 Pro,POL-IPH-13P
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,POL-IPH-13P-MAX
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-14.jpeg,iPhone 14,POL-IPH-14
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-14P.jpeg,iPhone 14 Pro,POL-IPH-14P
Polka Dots,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,POL-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,POL-IPH-14P-MAX
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-11.jpeg,iPhone 11,SHA-IPH-11
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-11P.jpeg,iPhone 11 Pro,SHA-IPH-11P
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-11P-MAX.jpeg,iPhone 11 Pro Max,SHA-IPH-11P-MAX
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-12.jpeg,iPhone 12 ,SHA-IPH-12
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-12P-MAX.jpeg,iPhone 12 Pro Max,SHA-IPH-12P-MAX
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-13.jpeg,iPhone 13,SHA-IPH-13
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-13P.jpeg,iPhone 13 Pro,SHA-IPH-13P
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,SHA-IPH-13P-MAX
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-14.jpeg,iPhone 14,SHA-IPH-14
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-14P.jpeg,iPhone 14 Pro,SHA-IPH-14P
Shades of Plum,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SHA-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,SHA-IPH-14P-MAX
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-11.jpeg,iPhone 11 ,SUN-IPH-11
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-11P.jpeg,iPhone 11 Pro,SUN-IPH-11P
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-11P-MAX.jpeg,iPhone 11 Pro Max,SUN-IPH-11P-MAX
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-12.jpeg,iPhone 12 ,SUN-IPH-12
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-13.jpeg,iPhone 13,SUN-IPH-13
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-13P.jpeg,iPhone 13 Pro ,SUN-IPH-13P
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,SUN-IPH-13P-MAX
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-14.jpeg,iPhone 14,SUN-IPH-14
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-14P.jpeg,iPhone 14 Pro,SUN-IPH-14P
Sunkissed,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,SUN-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,SUN-IPH-14P-MAX
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-12.jpeg,iPhone 12 ,TRO-IPH-12
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-12P-MAX.jpeg,iPhone 12 Pro Max,TRO-IPH-12P-MAX
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-13.jpeg,iPhone 13,TRO-IPH-13
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-13P.jpeg,iPhone 13 Pro,TRO-IPH-13P
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-13P-MAX.jpeg,iPhone 13 Pro Max,TRO-IPH-13P-MAX
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-14P.jpeg,iPhone 14,TRO-IPH-14P
Tropical Palms,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,TRO-IPH-14P-MAX.jpeg,iPhone 14 Pro Max,TRO-IPH-14P-MAX
Wildflower,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,WIL-IPH-13P.jpeg,iPhone 13 Pro,WIL-IPH-13P
Wildflower,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,WIL-IPH-14P.jpeg,iPhone 14 Pro,WIL-IPH-14P
Check it,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,WYL-IPH-14P.jpeg,iPhone 14 Pro,WYL-IPH-14P