name,description,price,image,compatibleModels,sku,quantity
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 14 Pro,CHE-IPH-14P,9
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 14 Pro Max,CHE-IPH-14P-MAX,8
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 12 ,DAL-IPH-12,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 12 Pro Max,DAL-IPH-12P-MAX,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 13,DAL-IPH-13,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 13 Pro,DAL-IPH-13P,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 13 Pro Max,DAL-IPH-13P-MAX,9
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 14,DAL-IPH-14,9
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 14 Pro,DAL-IPH-14P,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 14 Pro Max,DAL-IPH-14P-MAX,10
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 11 Pro,FIE-IPH-11P,10
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 12 ,FIE-IPH-12,8
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 12 Pro Max,FIE-IPH-12P-MAX,8
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 13,FIE-IPH-13,8
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 13 Pro,FIE-IPH-13P,8
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 13 Pro Max,FIE-IPH-13P-MAX,6
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 14,FIE-IPH-14,10
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 14 Pro,FIE-IPH-14P,8
Harvest Fields,"Case Design: Beige background with maroon and brown florals Finger Strap Color: Neutral brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"HarvestFields1.jpg, HarvestFields2.jpg, HarvestFields3.jpg",iPhone 14 Pro Max,FIE-IPH-14P-MAX,10
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 11,FIR-IPH-11,10
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 11 Pro,FIR-IPH-11P,9
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 11 Pro Max,FIR-IPH-11P-MAX,10
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 12 ,FIR-IPH-12,9
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 12 Pro Max,FIR-IPH-12P-MAX,8
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 13 Pro,FIR-IPH-13P,9
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 13 Pro Max,FIR-IPH-13P-MAX,9
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 14 Pro,FIR-IPH-14P,9
Firewood,"Case Design: Black and Cream Geometric Pattern Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Firewood1.jpg, Firewood2.jpg",iPhone 14 Pro Max,FIR-IPH-14P-MAX,10
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 11 Pro Max,HAR-IPH-11P-MAX,28
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 12 ,HAR-IPH-12,9
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 12 Pro Max,HAR-IPH-12P-MAX,9
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 13,HAR-IPH-13,10
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 13 Pro,HAR-IPH-13P,9
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 13 Pro Max,HAR-IPH-13P-MAX,10
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 14,HAR-IPH-14,10
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 14 Pro,HAR-IPH-14P,8
Harmony,"Case Design: Solid cream background and pink smiley face with a wavy pink and red-orange plaid wallet Finger Strap Color: Solid light pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Harmony1.jpg, Harmony2.jpg",iPhone 14 Pro Max,HAR-IPH-14P-MAX,8
Houndstooth,"Case Design: Black and white houndstooth pattern Finger Strap Color: Solid soft pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Houndstooth1.jpg, Houndstooth2.jpg, Houndstooth3.jpg, Houndstooth4.jpg",iPhone 12,HOU-IPH-12,10
Houndstooth,"Case Design: Black and white houndstooth pattern Finger Strap Color: Solid soft pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Houndstooth1.jpg, Houndstooth2.jpg, Houndstooth3.jpg, Houndstooth4.jpg",iPhone 12 Pro Max,HOU-IPH-12P-MAX,9
Houndstooth,"Case Design: Black and white houndstooth pattern Finger Strap Color: Solid soft pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Houndstooth1.jpg, Houndstooth2.jpg, Houndstooth3.jpg, Houndstooth4.jpg",iPhone 13 Pro,HOU-IPH-13P,9
Houndstooth,"Case Design: Black and white houndstooth pattern Finger Strap Color: Solid soft pink Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Houndstooth1.jpg, Houndstooth2.jpg, Houndstooth3.jpg, Houndstooth4.jpg",iPhone14 Pro,HOU-IPH-14P,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 12 ,JOL-IPH-12,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 12 Pro Max,JOL-IPH-12P-MAX,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 13,JOL-IPH-13,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 13 Pro,JOL-IPH-13P,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 13 Pro Max,JOL-IPH-13P-MAX,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 14,JOL-IPH-14,10
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 14 Pro,JOL-IPH-14P,9
Jolly Ol Time,"Case Design: Pastel pink background with pink, red, and white stars Finger Strap Color: Solid red Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"JollyOlTime1.jpg, JollyOlTime2.jpg, JollyOlTime3.jpg, JollyOlTime4.jpg",iPhone 14 Pro Max,JOL-IPH-14P-MAX,10
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 12 ,MAR-IPH-12,10
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 12 Pro Max,MAR-IPH-12P-MAX,9
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 13,MAR-IPH-13,10
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 13 Pro,MAR-IPH-13P,9
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 13 Pro Max,MAR-IPH-13P-MAX,9
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 14,MAR-IPH-14,10
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 14 Pro,MAR-IPH-14P,10
Brown Marble,"Case Design: Marbled brown and solid off-white diamond pattern Finger Strap Color: Marbled brown and solid off-white diamond patternCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownMarble1.jpg, BrownMarble2.jpg",iPhone 14 Pro Max,MAR-IPH-14P-MAX,10
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Midnightfloral1.jpg, Midnightfloral2.jpg",iPhone 11 Pro,MID-IPH-11P,10
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Midnightfloral1.jpg, Midnightfloral2.jpg",iPhone 11 Pro Max,MID-IPH-11P-MAX,8
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Midnightfloral1.jpg, Midnightfloral2.jpg",iPhone 12 ,MID-IPH-12,18
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Midnightfloral1.jpg, Midnightfloral2.jpg",iPhone 12 Pro Max,MID-IPH-12P-MAX,18
Midnight Floral,"Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"Midnightfloral1.jpg, Midnightfloral2.jpg",iPhone 13,MID-IPH-13,25
